Tissue	Comparison	Expression	Nvir_gene_id	Uniprot_entry	Protein_names	logFC	logCPM	LR	Pvalue	FDR	GO_ID	GO_category	GO_term	Search_term_match
skin	both_ctl	up	comp359617	LYG_STRCA	"Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)"	1.46829863	3.525025977	11.60444014	0.000657945	0.01658543	"GO:0042742, GO:0009253, GO:0019835, GO:0016998, GO:0005576, GO:0061783"	"BP, BP, BP, BP, CC, MF"	"defense response to bacterium, peptidoglycan catabolic process, cytolysis, cell wall macromolecule catabolic process, extracellular region, peptidoglycan muralytic activity "	bacteri
skin	both_ctl	up	comp296887	NOS2_CHICK	"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)"	4.629294753	3.878521058	10.63030525	0.001112494	0.023565069	"GO:0009725, GO:0042742, GO:0072606, GO:0045776, GO:0006527, GO:0018119, GO:0072604, GO:0032496, GO:0032310, GO:1900015, GO:0007263, GO:0006954, GO:0051349, GO:0031281, GO:0006525, GO:1900373, GO:0006809, GO:0050727, GO:0048518, GO:0006520, GO:0012506, GO:0005886, GO:0003958, GO:0010181, GO:0020037"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"response to hormone, defense response to bacterium, interleukin-8 secretion, negative regulation of blood pressure, arginine catabolic process, peptidyl-cysteine S-nitrosylation, interleukin-6 secretion, response to lipopolysaccharide, prostaglandin secretion, regulation of cytokine production involved in inflammatory response, nitric oxide mediated signal transduction, inflammatory response, positive regulation of lyase activity, positive regulation of cyclase activity, arginine metabolic process, positive regulation of purine nucleotide biosynthetic process, nitric oxide biosynthetic process, regulation of inflammatory response, positive regulation of biological process, cellular amino acid metabolic process, vesicle membrane, plasma membrane, NADPH-hemoprotein reductase activity, FMN binding, heme binding "	bacteri
skin	both_ctl	up	comp220917	EPHA2_MOUSE	Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK) (Tyrosine-protein kinase receptor MPK-5) (Tyrosine-protein kinase receptor SEK-2)	2.073058783	1.644566832	10.56890745	0.001150057	0.024153637	"GO:0042742, GO:0006954, GO:0048518, GO:0030316, GO:0001503, GO:0050830, GO:0070830, GO:0120036, GO:0016021, GO:0009986, GO:0005886, GO:0032587, GO:0005887"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC"	"defense response to bacterium, inflammatory response, positive regulation of biological process, osteoclast differentiation, ossification, defense response to Gram-positive bacterium, bicellular tight junction assembly, plasma membrane bounded cell projection organization, integral component of membrane, cell surface, plasma membrane, ruffle membrane, integral component of plasma membrane "	bacteri
skin	both_ctl	up	comp356185	LYG_CHICK	"Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)"	2.886773346	8.816880096	10.17686973	0.001422134	0.027554546	"GO:0042742, GO:0009253, GO:0019835, GO:0016998, GO:0005576, GO:0061783"	"BP, BP, BP, BP, CC, MF"	"defense response to bacterium, peptidoglycan catabolic process, cytolysis, cell wall macromolecule catabolic process, extracellular region, peptidoglycan muralytic activity "	bacteri
skin	both_ctl	up	comp361875	GBP1_CHLAE	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	2.762996539	2.164271702	10.08129863	0.001497817	0.02846285	"GO:0042742, GO:0005576, GO:0005886"	"BP, CC, CC"	"defense response to bacterium, extracellular region, plasma membrane "	bacteri
skin	both_ctl	up	comp361070	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	1.198186165	3.883908523	9.085888643	0.002575893	0.04066084	"GO:0042742, GO:0006955, GO:0045741, GO:0032496, GO:0071356, GO:0050900, GO:0010820, GO:0044770, GO:0048518, GO:0001666, GO:0034612, GO:0031293, GO:0050830, GO:0033028, GO:0002685, GO:2000406, GO:0071402, GO:0016021, GO:0009986, GO:0016324, GO:0005886, GO:0005887, GO:0045121, GO:0004222, GO:0030165, GO:0070851"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, MF, MF, MF"	"defense response to bacterium, immune response, positive regulation of epidermal growth factor-activated receptor activity, response to lipopolysaccharide, cellular response to tumor_necrosis factor, leukocyte migration, positive regulation of t_cell chemotaxis, cell cycle phase transition, positive regulation of biological process, response to hypoxia, response to tumor_necrosis factor, membrane protein intracellular domain proteolysis, defense response to Gram-positive bacterium, myeloid cell apoptotic process, regulation of leukocyte migration, positive regulation of t_cell migration, cellular response to lipoprotein particle stimulus, integral component of membrane, cell surface, apical plasma membrane, plasma membrane, integral component of plasma membrane, membrane raft, metalloendopeptidase activity, PDZ domain binding, growth factor receptor binding "	bacteri
skin	both_ctl	up	comp347767	RTP3_HUMAN	Receptor-transporting protein 3 (3CxxC-type zinc finger protein 3) (Transmembrane protein 7)	3.36050076	1.746583193	12.95691572	0.000318742	0.010496532	"GO:0016021, GO:0009986"	"CC, CC"	"integral component of membrane, cell surface "	c-type
skin	both_ctl	up	comp273963	CCL5_RAT	C-C motif chemokine 5 (SIS-delta) (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	2.928976968	1.694822224	14.71947579	0.000124751	0.005313478	"GO:0009725, GO:0071347, GO:0006955, GO:0032496, GO:0002548, GO:0006954, GO:0071356, GO:0071346, GO:0050900, GO:0071621, GO:0002551, GO:0007267, GO:0045087, GO:0010820, GO:0045766, GO:0045672, GO:0050727, GO:0046883, GO:0071222, GO:0048518, GO:0030316, GO:0045471, GO:0034612, GO:0120036, GO:0002685, GO:2000406, GO:0071402, GO:0005576, GO:0005615, GO:0005125, GO:0008009"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"response to hormone, cellular response to interleukin-1, immune response, response to lipopolysaccharide, monocyte chemotaxis, inflammatory response, cellular response to tumor_necrosis factor, cellular response to interferon-gamma, leukocyte migration, granulocyte chemotaxis, mast_cell chemotaxis, cell-cell signaling, innate immune response, positive regulation of t_cell chemotaxis, positive regulation of angiogenesis, positive regulation of osteoclast differentiation, regulation of inflammatory response, regulation of hormone secretion, cellular response to lipopolysaccharide, positive regulation of biological process, osteoclast differentiation, response to ethanol, response to tumor_necrosis factor, plasma membrane bounded cell projection organization, regulation of leukocyte migration, positive regulation of t_cell migration, cellular response to lipoprotein particle stimulus, extracellular region, extracellular space, cytokine activity, chemokine activity "	chemokine
skin	both_ctl	up	comp363439	IL8_RABIT	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Neutrophil attractant/activation protein 1) (NAP-1) (Permeability factor 1) (PF1) (rPF1)	2.816794256	4.243662749	14.6130988	0.000131994	0.005480242	"GO:0071347, GO:0006955, GO:0032496, GO:0006954, GO:0071356, GO:0050900, GO:0071621, GO:0045766, GO:0090023, GO:0071222, GO:0048518, GO:0034612, GO:0002685, GO:0005576, GO:0005615, GO:0005125, GO:0008009"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"cellular response to interleukin-1, immune response, response to lipopolysaccharide, inflammatory response, cellular response to tumor_necrosis factor, leukocyte migration, granulocyte chemotaxis, positive regulation of angiogenesis, positive regulation of neutrophil chemotaxis, cellular response to lipopolysaccharide, positive regulation of biological process, response to tumor_necrosis factor, regulation of leukocyte migration, extracellular region, extracellular space, cytokine activity, chemokine activity "	chemokine
skin	both_ctl	up	comp360404	MMP18_XENLA	Matrix metalloproteinase-18 (MMP-18) (EC 3.4.24.-) (Collagenase-4) (xCol4)	7.154225816	5.88E+00	3.39E+01	5.67E-09	4.02E-06	"GO:0030574, GO:0005576, GO:0031012, GO:0004222"	"BP, CC, CC, MF"	"collagen catabolic process, extracellular region, extracellular matrix, metalloendopeptidase activity "	collagen
skin	both_ctl	up	comp353066	MMP3_RAT	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (PTR1 protein) (Transin-1)	4.863133227	2.36E+00	3.08E+01	2.86E-08	1.28E-05	"GO:0030574, GO:0009725, GO:0071347, GO:0032496, GO:0048518, GO:0007565, GO:0001666, GO:0034612, GO:0005576, GO:0031012, GO:0005615, GO:0004222"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF"	"collagen catabolic process, response to hormone, cellular response to interleukin-1, response to lipopolysaccharide, positive regulation of biological process, female pregnancy, response to hypoxia, response to tumor_necrosis factor, extracellular region, extracellular matrix, extracellular space, metalloendopeptidase activity "	collagen
skin	both_ctl	up	comp329091	MMP3_CANLF	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3)	3.622469696	1.02E+00	16.58921712	4.64E-05	0.002616924	"GO:0030574, GO:0005576, GO:0031012, GO:0005615, GO:0004222"	"BP, CC, CC, CC, MF"	"collagen catabolic process, extracellular region, extracellular matrix, extracellular space, metalloendopeptidase activity "	collagen
skin	both_ctl	up	comp362334	MMP18_XENLA	Matrix metalloproteinase-18 (MMP-18) (EC 3.4.24.-) (Collagenase-4) (xCol4)	4.01513161	5.51939987	14.96940009	0.000109269	0.0048857	"GO:0030574, GO:0005576, GO:0031012, GO:0004222"	"BP, CC, CC, MF"	"collagen catabolic process, extracellular region, extracellular matrix, metalloendopeptidase activity "	collagen
skin	both_ctl	up	comp364396	MMP9_RABIT	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB)	3.36857531	6.646715956	14.79983521	0.000119546	0.005158486	"GO:0030574, GO:0050900, GO:0001503, GO:0005576, GO:0031012, GO:0005615, GO:0004222"	"BP, BP, BP, CC, CC, CC, MF"	"collagen catabolic process, leukocyte migration, ossification, extracellular region, extracellular matrix, extracellular space, metalloendopeptidase activity "	collagen
skin	both_ctl	up	comp102158	MMP18_XENLA	Matrix metalloproteinase-18 (MMP-18) (EC 3.4.24.-) (Collagenase-4) (xCol4)	5.719002286	4.190430227	12.77330679	0.000351601	0.011189509	"GO:0030574, GO:0005576, GO:0031012, GO:0004222"	"BP, CC, CC, MF"	"collagen catabolic process, extracellular region, extracellular matrix, metalloendopeptidase activity "	collagen
skin	both_ctl	up	comp354707	MMP19_MOUSE	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI)	1.825817135	2.64260311	11.46333394	0.000709828	0.017623541	"GO:0030574, GO:0009725, GO:0051591, GO:0001554, GO:0005576, GO:0031012, GO:0005615, GO:0031225, GO:0005886, GO:0004222, GO:0004252"	"BP, BP, BP, BP, CC, CC, CC, CC, CC, MF, MF"	"collagen catabolic process, response to hormone, response to cAMP, luteolysis, extracellular region, extracellular matrix, extracellular space, anchored component of membrane, plasma membrane, metalloendopeptidase activity, serine-type endopeptidase activity "	collagen
skin	both_ctl	up	comp358363	IL18_CHICK	Interleukin-18 (IL-18)	3.391730945	3.30E+00	22.96080488	1.65E-06	0.00025528	"GO:0006955, GO:0006954, GO:0032729, GO:0048518, GO:0005576, GO:0005615, GO:0005125"	"BP, BP, BP, BP, CC, CC, MF"	"immune response, inflammatory response, positive regulation of interferon-gamma production, positive regulation of biological process, extracellular region, extracellular space, cytokine activity "	cytokine
skin	both_ctl	up	comp365254	ASC_MOUSE	Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein)	2.09164802	5.88E+00	18.08641318	2.11E-05	0.001490006	"GO:0042742, GO:0071347, GO:0042102, GO:0072606, GO:0006955, GO:0050728, GO:0090200, GO:0072604, GO:0032496, GO:1900015, GO:0006954, GO:0032652, GO:0071356, GO:2001238, GO:0050900, GO:2001179, GO:0045087, GO:1900016, GO:0032729, GO:0050727, GO:0071222, GO:0048518, GO:0034612, GO:0050718, GO:0032269, GO:0002504, GO:0002495, GO:0032611, GO:0002577, GO:0002579, GO:0002685, GO:2000406, GO:0006919, GO:0005576, GO:0042803, GO:0070851"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"defense response to bacterium, cellular response to interleukin-1, positive regulation of t_cell proliferation, interleukin-8 secretion, immune response, negative regulation of inflammatory response, positive regulation of release of cytochrome c from mitochondria, interleukin-6 secretion, response to lipopolysaccharide, regulation of cytokine production involved in inflammatory response, inflammatory response, regulation of interleukin-1 production, cellular response to tumor_necrosis factor, positive regulation of extrinsic apoptotic signaling pathway, leukocyte migration, regulation of interleukin-10 secretion, innate immune response, negative regulation of cytokine production involved in inflammatory response, positive regulation of interferon-gamma production, regulation of inflammatory response, cellular response to lipopolysaccharide, positive regulation of biological process, response to tumor_necrosis factor, positive regulation of interleukin-1 beta secretion, negative regulation of cellular protein metabolic process, antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, antigen processing and presentation of peptide antigen via MHC class II, interleukin-1 beta production, regulation of antigen processing and presentation, positive regulation of antigen processing and presentation, regulation of leukocyte migration, positive regulation of t_cell migration, activation of cysteine-type endopeptidase activity involved in apoptotic process, extracellular region, protein homodimerization activity, growth factor receptor binding "	cytokine
skin	both_ctl	up	comp362848	PTPRC_HUMAN	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)	2.291047732	3.33E+00	17.22987662	3.31E-05	0.002053443	"GO:0016064, GO:0045059, GO:0042102, GO:0006955, GO:0050728, GO:0002922, GO:0006954, GO:2001238, GO:0050852, GO:0045060, GO:0002455, GO:0044770, GO:0035584, GO:0001916, GO:0050727, GO:0032703, GO:0048518, GO:0045582, GO:0002381, GO:0002820, GO:0042036, GO:0031953, GO:0055085, GO:0032269, GO:0072511, GO:0046635, GO:0005576, GO:0016021, GO:0005615, GO:0031410, GO:0012506, GO:0032059, GO:0009897, GO:0009986, GO:0005886, GO:0005887, GO:0045121, GO:0042803"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, MF"	"immunoglobulin mediated immune response, positive thymic t_cell selection, positive regulation of t_cell proliferation, immune response, negative regulation of inflammatory response, positive regulation of humoral immune response, inflammatory response, positive regulation of extrinsic apoptotic signaling pathway, t_cell receptor signaling pathway, negative thymic t_cell selection, humoral immune response mediated by circulating immunoglobulin, cell cycle phase transition, calcium-mediated signaling using intracellular calcium source, positive regulation of t_cell mediated cytotoxicity, regulation of inflammatory response, negative regulation of interleukin-2 production, positive regulation of biological process, positive regulation of t_cell differentiation, immunoglobulin production involved in immunoglobulin mediated immune response, negative regulation of adaptive immune response, negative regulation of cytokine biosynthetic process, negative regulation of protein autophosphorylation, transmembrane transport, negative regulation of cellular protein metabolic process, divalent inorganic cation transport, positive regulation of alpha-beta t_cell activation, extracellular region, integral component of membrane, extracellular space, cytoplasmic vesicle, vesicle membrane, bleb, external side of plasma membrane, cell surface, plasma membrane, integral component of plasma membrane, membrane raft, protein homodimerization activity "	cytokine
