Nvir_gene_id	Ortholog_gene_name	Uniprot_entry	Protein_names	logFC	logCPM	LR	PValue	FDR	GO_ID	GO_category	GO_term	Tissue	Comparison	Expression
comp43921	NA	NA	NA	-3.100214444	0.956877584	9.903042047	0.001650058	0.030306779	NA	NA	NA	skin	both_ctl	down
comp361941	Aoc3	AOC3_RAT	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (Semicarbazide-sensitive amine oxidase) (SSAO) (VP97) (Vascular adhesion protein 1) (VAP-1)	-3.094027884	3.997763707	19.70214412	9.05E-06	0.000876739	"GO:0010828, GO:0009308, GO:0002675, GO:0007155, GO:0042755, GO:0008217, GO:0005615, GO:0005576, GO:0048038, GO:0016641"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, amine metabolic process, positive regulation of acute inflammatory response, cell adhesion, eating behavior, regulation of blood pressure, extracellular space, extracellular region, quinone binding, oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor"	skin	both_ctl	down
comp344259	NA	NA	NA	-3.091713004	1.27288757	14.67090972	0.000128007	0.005371118	NA	NA	NA	skin	both_ctl	down
comp353948	ATP6V0A4	VPP4_HUMAN	V-type proton ATPase 116 kDa subunit a isoform 4 (V-ATPase 116 kDa isoform a4) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform)	-3.082133727	4.762242338	16.26024892	5.52E-05	0.002968185	"GO:0015991, GO:0032868, GO:0045851, GO:0033572, GO:0007588, GO:0007605, GO:0007035, GO:0030641, GO:0005615, GO:0016471, GO:0005576, GO:0070062, GO:0033179, GO:0016324, GO:0031090, GO:0046961"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, CC, MF"	"ATP hydrolysis coupled proton transport, response to insulin, pH reduction, transferrin transport, excretion, sensory perception of sound, vacuolar acidification, regulation of cellular pH, extracellular space, vacuolar proton-transporting V-type ATPase complex, extracellular region, extracellular exosome, proton-transporting V-type ATPase, V0 domain, apical plasma membrane, organelle membrane, proton-transporting ATPase activity, rotational mechanism"	skin	both_ctl	down
comp282109	Atp6v0a4	VPP4_MOUSE	V-type proton ATPase 116 kDa subunit a isoform 4 (V-ATPase 116 kDa isoform a4) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform)	-3.081045532	2.724805389	12.73538992	0.000358801	0.011350697	"GO:0015991, GO:0045851, GO:0007588, GO:0007605, GO:0007035, GO:0030641, GO:0016471, GO:0033179, GO:0016324, GO:0031090, GO:0046961, GO:0008553"	"BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"ATP hydrolysis coupled proton transport, pH reduction, excretion, sensory perception of sound, vacuolar acidification, regulation of cellular pH, vacuolar proton-transporting V-type ATPase complex, proton-transporting V-type ATPase, V0 domain, apical plasma membrane, organelle membrane, proton-transporting ATPase activity, rotational mechanism, proton-exporting ATPase activity, phosphorylative mechanism"	skin	both_ctl	down
comp353267	Aldh1b1	AL1B1_MOUSE	"Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase family 1 member B1)"	-3.07608978	3.685717503	10.94645702	0.000937828	0.021085653	"GO:0006067, GO:0006068, GO:0004029"	"BP, BP, MF"	"ethanol metabolic process, ethanol catabolic process, aldehyde dehydrogenase (NAD) activity"	skin	both_ctl	down
comp348712	NA	NA	NA	-3.047271278	0.453650784	9.308838438	0.00228051	0.037558102	NA	NA	NA	skin	both_ctl	down
comp62083	Cyp46a1	CP46A_MOUSE	Cholesterol 24-hydroxylase (CH24H) (EC 1.14.14.25) (Cytochrome P450 46A1)	-3.033423319	1.006675911	14.191602	0.000165106	0.006487048	"GO:0006805, GO:0006707, GO:1901360, GO:0031090, GO:0020037, GO:0005506, GO:0033781, GO:0016705"	"BP, BP, BP, CC, MF, MF, MF, MF"	"xenobiotic metabolic process, cholesterol catabolic process, organic cyclic compound metabolic process, organelle membrane, heme binding, iron ion binding, cholesterol 24-hydroxylase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	skin	both_ctl	down
comp353137	KRT15	K1C15_SHEEP	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	-3.025376103	4.386352558	14.58191969	0.000134196	0.005548357	"GO:0005882, GO:0005198"	"CC, MF"	"intermediate filament, structural molecule activity"	skin	both_ctl	down
comp1017997	PAQR6	PAQR6_HUMAN	Membrane progestin receptor delta (mPR delta) (Membrane progesterone P4 receptor delta) (Membrane progesterone receptor delta) (Progesterone and adipoQ receptor family member 6) (Progestin and adipoQ receptor family member 6)	-3.022726579	0.939196473	11.09062747	0.000867651	0.020031999	GO:0005496	MF	steroid binding	skin	both_ctl	down
comp341554	Stard13	STA13_MOUSE	StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)	-3.016713654	2.371145895	24.74051657	6.56E-07	0.000124512	"GO:0090130, GO:0031090"	"BP, CC"	"tissue migration, organelle membrane"	skin	both_ctl	down
comp354327	ATP6V1A	VATA_HUMAN	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)	-3.000802352	4.93240057	15.36235307	8.87E-05	0.004155795	"GO:0015991, GO:0032868, GO:0033572, GO:0036295, GO:1901360, GO:0006879, GO:0005615, GO:0033180, GO:0005576, GO:0070062, GO:0016324, GO:0031090, GO:0046961"	"BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, MF"	"ATP hydrolysis coupled proton transport, response to insulin, transferrin transport, cellular response to increased oxygen levels, organic cyclic compound metabolic process, cellular iron ion homeostasis, extracellular space, proton-transporting V-type ATPase, V1 domain, extracellular region, extracellular exosome, apical plasma membrane, organelle membrane, proton-transporting ATPase activity, rotational mechanism"	skin	both_ctl	down
comp341326	NA	NA	NA	-2.973216106	1.805450469	8.526604256	0.003499921	0.049583469	NA	NA	NA	skin	both_ctl	down
comp337435	NA	NA	NA	-2.963681296	1.181278641	18.01773997	2.19E-05	0.001539235	NA	NA	NA	skin	both_ctl	down
comp335926	HEPACAM2	HECA2_HUMAN	HEPACAM family member 2 (Mitotic kinetics regulator)	-2.947260151	2.499847215	14.57119629	0.000134962	0.005568373	GO:0031090	CC	organelle membrane	skin	both_ctl	down
comp3422618	NA	NA	NA	-2.930767278	0.924755431	9.727720207	0.001815095	0.032375198	NA	NA	NA	skin	both_ctl	down
comp321227	NA	NA	NA	-2.92207827	5.27144639	12.81279563	0.000344257	0.011008975	NA	NA	NA	skin	both_ctl	down
comp353978	NA	NA	NA	-2.920376143	1.755775503	19.58406621	9.63E-06	0.000914692	NA	NA	NA	skin	both_ctl	down
comp353450	TMEM213	TM213_HUMAN	Transmembrane protein 213	-2.909696295	4.144236903	12.43154606	0.000422142	0.012587699	NA	NA	NA	skin	both_ctl	down
comp344965	ATP6AP1	VAS1_BOVIN	V-type proton ATPase subunit S1 (V-ATPase subunit S1) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1)	-2.908590037	3.997766956	14.26031243	0.000159186	0.006329973	"GO:0015991, GO:0045851, GO:0036295, GO:0006879, GO:0030641, GO:0033180, GO:0031090, GO:0046961"	"BP, BP, BP, BP, BP, CC, CC, MF"	"ATP hydrolysis coupled proton transport, pH reduction, cellular response to increased oxygen levels, cellular iron ion homeostasis, regulation of cellular pH, proton-transporting V-type ATPase, V1 domain, organelle membrane, proton-transporting ATPase activity, rotational mechanism"	skin	both_ctl	down
comp310955	KEL	KELL_HUMAN	Kell blood group glycoprotein (EC 3.4.24.-) (CD antigen CD238)	-2.908344328	1.159968917	15.69002128	7.46E-05	0.003659185	"GO:0042310, GO:0010961, GO:0008366, GO:0048747, GO:1901380, GO:0004222"	"BP, BP, BP, BP, BP, MF"	"vasoconstriction, cellular magnesium ion homeostasis, axon ensheathment, muscle fiber development, negative regulation of potassium ion transmembrane transport, metalloendopeptidase activity"	skin	both_ctl	down
comp335841	NA	NA	NA	-2.903454407	2.363630215	16.15048524	5.85E-05	0.003075017	NA	NA	NA	skin	both_ctl	down
comp299195	NA	NA	NA	-2.902830058	1.917967817	9.544393749	0.002005611	0.034647624	NA	NA	NA	skin	both_ctl	down
comp363672	NA	NA	NA	-2.894594339	1.737464847	20.99092747	4.61E-06	0.000549392	NA	NA	NA	skin	both_ctl	down
comp346258	NA	CYR61_CHICK	Protein CYR61 (CCN family member 1) (Protein CEF-10)	-2.892043811	2.347774343	16.17383199	5.78E-05	0.00305359	"GO:0030198, GO:0007155, GO:0010811, GO:1901360, GO:0009058, GO:0043069, GO:0005576, GO:0031012, GO:0008201, GO:0005178, GO:0050839"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"extracellular matrix organization, cell adhesion, positive regulation of cell-substrate adhesion, organic cyclic compound metabolic process, biosynthetic process, negative regulation of programmed cell death, extracellular region, extracellular matrix, heparin binding, integrin binding, cell adhesion molecule binding"	skin	both_ctl	down
comp360153	ABI3BP	TARSH_HUMAN	Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	-2.89089002	2.256099091	21.14118952	4.27E-06	0.000514149	"GO:0030198, GO:0007155, GO:0010811, GO:0005615, GO:0005576, GO:0062023, GO:0031012, GO:0005614, GO:0005201, GO:0008201, GO:0005198"	"BP, BP, BP, CC, CC, CC, CC, CC, MF, MF, MF"	"extracellular matrix organization, cell adhesion, positive regulation of cell-substrate adhesion, extracellular space, extracellular region, collagen-containing extracellular matrix, extracellular matrix, interstitial matrix, extracellular matrix structural constituent, heparin binding, structural molecule activity"	skin	both_ctl	down
comp340616	NA	NA	NA	-2.890565076	1.229953018	22.74053201	1.85E-06	0.000279589	NA	NA	NA	skin	both_ctl	down
comp352472	NA	NA	NA	-2.878293929	2.478864201	22.99272135	1.63E-06	0.000255062	NA	NA	NA	skin	both_ctl	down
comp292994	NA	NA	NA	-2.877628145	3.306034911	10.0294794	0.001540546	0.029051341	NA	NA	NA	skin	both_ctl	down
comp320424	NA	NA	NA	-2.867240247	0.5146735	10.03035956	0.00153981	0.029051341	NA	NA	NA	skin	both_ctl	down
comp343545	Ndp	NDP_MOUSE	Norrin (Norrie disease protein homolog)	-2.864925836	1.453978175	16.38868756	5.16E-05	0.00283227	"GO:1905114, GO:1901360, GO:0009058, GO:0005615, GO:0005576, GO:0062023, GO:0031012"	"BP, BP, BP, CC, CC, CC, CC"	"cell surface receptor signaling pathway involved in cell-cell signaling, organic cyclic compound metabolic process, biosynthetic process, extracellular space, extracellular region, collagen-containing extracellular matrix, extracellular matrix"	skin	both_ctl	down
comp352261	NA	NA	NA	-2.864783956	3.120389842	19.2249175	1.16E-05	0.001012805	NA	NA	NA	skin	both_ctl	down
comp362277	Nnmt	NNMT_MOUSE	Nicotinamide N-methyltransferase (EC 2.1.1.1)	-2.864278588	6.405603165	23.94475499	9.91E-07	0.000170374	"GO:0032259, GO:0042493, GO:0031100, GO:0008112"	"BP, BP, BP, MF"	"methylation, response to drug, animal organ regeneration, nicotinamide N-methyltransferase activity"	skin	both_ctl	down
comp349410	Adamts13	ATS13_MOUSE	A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease)	-2.861316523	1.782814567	21.17019126	4.20E-06	0.000509534	"GO:0009636, GO:0005615, GO:0005576, GO:0004222"	"BP, CC, CC, MF"	"response to toxic substance, extracellular space, extracellular region, metalloendopeptidase activity"	skin	both_ctl	down
comp365248	NA	NA	NA	-2.86036686	8.456418921	9.548048268	0.002001621	0.034608962	NA	NA	NA	skin	both_ctl	down
comp346982	DKK3	DKK3_CHICK	Dickkopf-related protein 3 (Dickkopf-3) (Dkk-3) (Lens fiber protein CLFEST4)	-2.859262053	1.464940778	14.72125044	0.000124634	0.005313478	"GO:1905114, GO:0005615, GO:0005576, GO:0048019, GO:0039706"	"BP, CC, CC, MF, MF"	"cell surface receptor signaling pathway involved in cell-cell signaling, extracellular space, extracellular region, receptor antagonist activity, co-receptor binding"	skin	both_ctl	down
comp345353	NA	NA	NA	-2.85890948	1.117092877	16.15079957	5.85E-05	0.003075017	NA	NA	NA	skin	both_ctl	down
comp351807	NA	NA	NA	-2.857565109	1.733911231	12.43169667	0.000422108	0.012587699	NA	NA	NA	skin	both_ctl	down
comp362097	NA	NA	NA	-2.850945444	7.67615086	15.7208194	7.34E-05	0.003631544	NA	NA	NA	skin	both_ctl	down
comp893120	NA	NA	NA	-2.841061748	1.354984316	13.3067943	0.000264446	0.009184971	NA	NA	NA	skin	both_ctl	down
comp357246	NA	NA	NA	-2.822925815	0.787916081	11.99588664	0.000533181	0.014454399	NA	NA	NA	skin	both_ctl	down
comp360123	NA	NA	NA	-2.813752926	3.160558675	18.95088806	1.34E-05	0.001104479	NA	NA	NA	skin	both_ctl	down
comp346415	NA	NA	NA	-2.810813097	1.75754261	12.08374464	0.000508633	0.014058911	NA	NA	NA	skin	both_ctl	down
comp59432	NA	NA	NA	-2.803572175	0.744465974	12.31618362	0.000449048	0.013108616	NA	NA	NA	skin	both_ctl	down
comp354777	Pgf	PLGF_RAT	Placenta growth factor (PlGF)	-2.765943041	0.864696072	10.50004936	0.001193714	0.024552166	"GO:0002551, GO:0042493, GO:0007565, GO:0031100, GO:0005615, GO:0005576, GO:0008083"	"BP, BP, BP, BP, CC, CC, MF"	"mast cell chemotaxis, response to drug, female pregnancy, animal organ regeneration, extracellular space, extracellular region, growth factor activity"	skin	both_ctl	down
comp1025025	NA	NA	NA	-2.765308334	1.995232472	18.28361129	1.90E-05	0.00138806	NA	NA	NA	skin	both_ctl	down
comp275977	CES2	EST2_HUMAN	Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56)	-2.757127161	2.210199579	12.16773272	0.000486234	0.013669186	"GO:0006805, GO:0006693, GO:0006631, GO:0005615, GO:0005576"	"BP, BP, BP, CC, CC"	"xenobiotic metabolic process, prostaglandin metabolic process, fatty acid metabolic process, extracellular space, extracellular region"	skin	both_ctl	down
comp364655	NA	NA	NA	-2.750483436	5.155714858	15.42612237	8.58E-05	0.004056336	NA	NA	NA	skin	both_ctl	down
comp349928	Cyp2f2	CP2F2_MOUSE	Cytochrome P450 2F2 (EC 1.14.14.-) (CYPIIF2) (Cytochrome P450-NAH-2) (Naphthalene dehydrogenase) (Naphthalene hydroxylase)	-2.74888403	1.265783396	9.186558022	0.002437989	0.039077032	"GO:0006805, GO:0019373, GO:0055114, GO:0042738, GO:0042493, GO:0009636, GO:1901360, GO:0006631, GO:0031090, GO:0020037, GO:0005506, GO:0008392, GO:0008395, GO:0016705"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF, MF, MF, MF"	"xenobiotic metabolic process, epoxygenase P450 pathway, oxidation-reduction process, exogenous drug catabolic process, response to drug, response to toxic substance, organic cyclic compound metabolic process, fatty acid metabolic process, organelle membrane, heme binding, iron ion binding, arachidonic acid epoxygenase activity, steroid hydroxylase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	skin	both_ctl	down
comp290064	NA	NA	NA	-2.748161556	0.560099554	12.12470974	0.000497581	0.0138698	NA	NA	NA	skin	both_ctl	down
comp283222	NA	NA	NA	-2.744156927	1.754344826	14.32331317	0.000153947	0.006171288	NA	NA	NA	skin	both_ctl	down
comp636193	NA	NA	NA	-2.738266431	1.773658743	13.52930376	0.000234867	0.008378483	NA	NA	NA	skin	both_ctl	down
comp304888	NA	NA	NA	-2.737262518	1.696416517	15.13027009	0.000100341	0.00455873	NA	NA	NA	skin	both_ctl	down
comp349954	NA	NA	NA	-2.714569962	2.152944329	13.7079693	0.000213546	0.007832045	NA	NA	NA	skin	both_ctl	down
comp356607	NA	NA	NA	-2.705848595	3.036497476	18.66079867	1.56E-05	0.001210273	NA	NA	NA	skin	both_ctl	down
comp335657	NA	NA	NA	-2.704337227	1.617569631	12.62961127	0.000379684	0.011669825	NA	NA	NA	skin	both_ctl	down
comp351212	SLC25A6	ADT3_HUMAN	"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]"	-2.702260154	4.415681049	42.46975467	7.18E-11	2.03E-07	GO:0031090	CC	organelle membrane	skin	both_ctl	down
comp183267	NA	NA	NA	-2.69436197	2.022475009	28.62567797	8.78E-08	2.99E-05	NA	NA	NA	skin	both_ctl	down
comp200915	NA	NA	NA	-2.693089284	1.217359408	15.01023889	0.000106929	0.004813774	NA	NA	NA	skin	both_ctl	down
comp353704	NA	NA	NA	-2.691984908	0.770209069	13.03597139	0.000305565	0.010115368	NA	NA	NA	skin	both_ctl	down
comp364619	kbp	GLRK_XENLA	Glutamate receptor U1 (Kainate-binding protein) (Unitary non-NMDA glutamate receptor subunit 1) (XENU1)	-2.684397852	4.399584221	14.8326973	0.000117481	0.005114042	NA	NA	NA	skin	both_ctl	down
comp350258	Pcbd1	PHS_RAT	Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)	-2.680398505	3.123729963	18.35859243	1.83E-05	0.001364705	"GO:0006558, GO:1901360, GO:0009058, GO:0016705"	"BP, BP, BP, MF"	"L-phenylalanine metabolic process, organic cyclic compound metabolic process, biosynthetic process, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	skin	both_ctl	down
comp280160	NA	NA	NA	-2.674784941	0.838217789	11.79085677	0.000595223	0.015539497	NA	NA	NA	skin	both_ctl	down
comp356320	NA	NA	NA	-2.673736188	2.618820871	13.96889816	0.00018586	0.007077358	NA	NA	NA	skin	both_ctl	down
comp351265	FBXL3	FBXL3_HUMAN	F-box/LRR-repeat protein 3 (F-box and leucine-rich repeat protein 3A) (F-box/LRR-repeat protein 3A)	-2.670717876	6.577130273	25.95011299	3.50E-07	7.78E-05	NA	NA	NA	skin	both_ctl	down
comp338800	NA	NA	NA	-2.666409599	0.995466505	12.91536647	0.000325896	0.010628176	NA	NA	NA	skin	both_ctl	down
comp331089	PLTP	PLTP_HUMAN	Phospholipid transfer protein (Lipid transfer protein II)	-2.659467563	1.6140932	14.85564805	0.00011606	0.005063342	"GO:0042360, GO:0042362, GO:0010875, GO:0034375, GO:1901360, GO:0035627, GO:0009058, GO:0005615, GO:0005576, GO:0034364, GO:1901611, GO:0070405, GO:0097001, GO:1904121, GO:0035620, GO:0008429"	"BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF, MF"	"vitamin E metabolic process, fat-soluble vitamin biosynthetic process, positive regulation of cholesterol efflux, high-density lipoprotein particle remodeling, organic cyclic compound metabolic process, ceramide transport, biosynthetic process, extracellular space, extracellular region, high-density lipoprotein particle, phosphatidylglycerol binding, ammonium ion binding, ceramide binding, phosphatidylethanolamine transporter activity, ceramide transporter activity, phosphatidylethanolamine binding"	skin	both_ctl	down
comp321392	ARHGEF19	ARHGJ_HUMAN	Rho guanine nucleotide exchange factor 19 (Ephexin-2)	-2.643493176	1.134115949	12.0096908	0.000529246	0.01436744	GO:1905114	BP	cell surface receptor signaling pathway involved in cell-cell signaling	skin	both_ctl	down
comp359203	NA	NA	NA	-2.64317711	2.29571883	10.12656852	0.001461472	0.028069075	NA	NA	NA	skin	both_ctl	down
comp327188	NA	NA	NA	-2.635252502	0.741111797	10.7856358	0.001022908	0.022313161	NA	NA	NA	skin	both_ctl	down
comp349230	Slc30a2	ZNT2_RAT	Zinc transporter 2 (ZnT-2) (Solute carrier family 30 member 2)	-2.633823686	1.380204945	13.17508696	0.000283696	0.009650044	"GO:0010043, GO:0031090"	"BP, CC"	"response to zinc ion, organelle membrane"	skin	both_ctl	down
comp364068	NA	NA	NA	-2.633549683	8.025133578	9.348896619	0.002231198	0.036992582	NA	NA	NA	skin	both_ctl	down
comp362114	NA	NA	NA	-2.630000521	2.759438202	16.09694529	6.02E-05	0.003119555	NA	NA	NA	skin	both_ctl	down
comp355204	NA	NA	NA	-2.629607552	2.242799307	21.79836162	3.03E-06	0.000393776	NA	NA	NA	skin	both_ctl	down
comp142667	osr1	OSR1_XENTR	Protein odd-skipped-related 1 (XOsr1)	-2.623490325	3.568267353	16.09948681	6.01E-05	0.003119555	"GO:1903224, GO:0072112, GO:1901360, GO:0048736, GO:0009058"	"BP, BP, BP, BP, BP"	"regulation of endodermal cell differentiation, glomerular visceral epithelial cell differentiation, organic cyclic compound metabolic process, appendage development, biosynthetic process"	skin	both_ctl	down
